,word,weight
1528,terselenggaranya,3
1529,dengar,2
1530,cintamu,3
1531,berpengetahuan,4
1532,tablig,1
1533,bersiap,1
1534,koordinator,2
1535,sumringah,4
1536,kebolehan,2
1537,berkeluarga,2
1538,santai,2
1539,mencintai,3
1540,kepandaian,4
1541,riang,3
1542,senang,5
1543,menyediakan,2
1544,diamond,3
1545,cool,2
1546,kerjasama,3
1547,perlu,2
1548,sanggup,2
1549,baginda,2
1550,terang akal,3
1551,menyeni,1
1552,smga,1
1553,bersedia,1
1554,teduh,2
1555,menghidangkan,2
1556,cekatan,2
1557,perak,1
1558,ratna,2
1559,menaruh hati,3
1560,gombal,2
1561,cantrik,3
1562,berimbuh,1
1563,genius,3
1564,tangkas,2
1565,naikkan,1
1566,taman,1
1567,menyayangi,4
1568,bersemi,3
1569,music,1
1570,keseruan,3
1571,antipati,2
1572,merasuk,2
1573,manfaatnya,3
1574,fitrah,3
1575,memperkuat,3
1576,seindah,3
1577,kecantikan,2
1578,mata pencaharian,2
1579,terkini,3
1580,hamba allah,3
1581,khasiat,4
1582,lafal,2
1583,rasuk,2
1584,liat,2
1585,hati,2
1586,jihad,3
1587,larut,1
1588,pundi,2
1589,jilbab,3
1590,informasi,2
1591,turun,1
1592,seni,1
1593,selenggara,3
1594,rapat,1
1595,tabung,3
1596,kantong,1
1597,karya,3
1598,keroyok,1
1599,tunjang,3
1600,jempol,4
1601,koordinasi,1
1602,renang,1
1603,bincang,2
1604,pesona,4
1605,sahut,1
1606,edar,2
1607,dandan,4
1608,mahir,4
1609,pandu,3
1610,ken,3
1611,pikir,1
1612,pindah,1
1613,pasuk,2
1614,rata,1
1615,naik,1
1616,labuh,3
1617,dapat,2
1618,usik,1
1619,menang,4
1620,guna,1
1621,tanya,2
1622,pukau,2
1623,moga,1
1624,neng,5
1625,longgar,3
1626,zikir,4
1627,baring,2
1628,pati,3
1629,pasti,3
1630,keliru,1
1631,kucup,2
1632,aku,2
1633,bom,1
1634,aib,1
1635,kerubung,1
1636,bangan,2
1637,bunga,3
1638,boleh,2
1639,imbuh,1
1640,cengang,1
1641,sembahyang,5
1642,syukur,5
1643,cinta,3
1644,jelas,1
1645,tingkat,1
1646,timba ilmu,4
1647,lakon,1
1648,rencana,2
1649,hendak,1
1650,limpah,1
1651,kembang,3
1652,menung,2
1653,tuntut ilmu,4
1654,amuk,1
1655,irama,4
1656,citra,2
1657,darat,1
1658,jatuh,1
1659,sudi,2
1660,muas,5
1661,hangat,4
1662,selaras,3
1663,bangkit,2
1664,sir,2
1665,banding,3
1666,kuat duga,2
1667,tumpu,1
1668,guru,3
1669,langgan,2
1670,sinkron,1
1671,daftar,1
1672,jernih suasana,1
1673,lam,3
1674,bawa,1
1675,benar,2
1676,surat takdir,2
1677,prasangka,1
1678,kuntit,1
1679,asosiasi,3
1680,jungkal,1
1681,tegar,2
1682,suguh,2
1683,suasana hati,1
1684,rumah tangga,2
1685,banyak,3
1686,dukung,4
1687,keluarga,4
1688,lengkap,2
1689,sedia,2
1690,teladan,4
1691,inap,2
1692,patut,2
1693,singsing,3
1694,sabar,5
1695,timbun,1
1696,lanjur,1
1697,lapor,2
1698,proses,1
1699,kuasa,3
1700,simpat,4
1701,teguh hati,3
1702,mata cahari,2
1703,heboh,1
1704,sempurna,3
1705,erti,2
1706,cengkeram,1
1707,luang,2
1708,kirim,2
1709,tukar pikir,3
1710,ringan,2
1711,nyali,4
1712,gapai,3
1713,nyala,2
1714,angkut,1
1715,tanggap,3
1716,aji,4
1717,tanggulang,2
1718,coba,2
1719,hajat,1
1720,aja,1
1721,sampai,2
1722,bobot,2
1723,harga,3
1724,kejut,3
1725,jalan buka,3
1726,timpal,2
1727,tongkrong,1
1728,ajar,1
1729,rindu,2
1730,tahu,4
1731,isi,2
1732,manfaat,5
1733,masyhur,4
1734,pergi,1
1735,mohon diri,2
1736,capai,4
1737,tata,3
1738,kerja,2
1739,sokong,3
1740,latih diri,4
1741,persen,2
1742,rasai,1
1743,para,2
1744,sangkut,2
1745,taruh hati,3
1746,alam,2
1747,selesai,2
1748,rusuh,1
1749,akar,2
1750,sambut,3
1751,sungguh,4
1752,tulang,2
1753,kini,3
1754,cerita,2
1755,cari ilmu,4
1756,ana,2
1757,hitung,1
1758,tafsir,2
1759,laden,3
1760,suka,3
1761,bingkis,4
1762,operasi,1
1763,pudar,2
1764,ikhtiar,3
1765,amal,4
1766,gila,3
1767,kam,2
1768,kucil,1
1769,kesah,2
1770,ganjar balas,1
1771,tinggi,3
1772,dahulu,2
1773,puji,4
1774,mimpi,2
1775,denyut,2
1776,pemuda,2
1777,gambar,2
1778,tukar,1
1779,hadiah,4
1780,telungkup,1
1781,pandang,1
1782,baik,3
1783,tarik,2
1784,cakap,2
1785,panjat doa,4
1786,imbal,1
1787,mukim,2
1788,kenang,3
1789,anugerah,3
1790,meni,4
1791,mikat,2
1792,rengkuh,1
1793,jenak,1
1794,mulai,1
1795,gores,1
1796,terima,2
1797,sila,1
1798,silah,3
1799,poin,2
1800,bunyi,2
1801,telaah,2
1802,dansa,3
1803,buah,2
1804,cepat,3
1805,hidang,2
1806,selawat,3
1807,kesima,4
1808,daya guna,4
1809,buat,1
1810,tiada,1
1811,ibadat,4
1812,jadi,1
1813,layak,3
1814,gelincir,1
1815,simpul,3
1816,mutu,3
1817,pengaruh,3
1818,bara,2
1819,nikmat,3
1820,atur,4
1821,awat,5
1822,redam,1
1823,luk,3
1824,suplai,2
1825,awal,2
1826,sembul,1
1827,susut,1
1828,tuju,3
1829,tegur,2
1830,tangan,1
1831,lupa,1
1832,pelamin,4
1833,sembur,1
1834,biasa,2
1835,nila,2
1836,asket,2
1837,karena allah,2
1838,sesal,1
1839,tutup mulut,1
1840,gelanggang,2
1841,hias,3
1842,beli,2
1843,curiga,1
1844,makin,2
1845,colok,2
1846,cekat,2
1847,prihatin,2
1848,tanding,2
1849,dua,1
1850,taat,3
1851,damping,1
1852,arti,1
1853,naik ke pelamin,3
1854,tunang,3
1855,sanjung,2
1856,hujan gerimis,1
1857,lebih,1
1858,suap,1
1859,gelesot,1
1860,sayang,3
1861,serah,2
1862,serunda,2
1863,milik,1
1864,kuat batin,3
1865,tukar akal,1
1866,biar,1
1867,kualitas,4
1868,jual,1
1869,sama,3
1870,pasang hidup,4
1871,cium telapak kaki,1
1872,bijak,3
1873,dunia,1
1874,bagi,2
1875,faedah,4
1876,ganyang,1
1877,raih,2
1878,yakin,3
1879,bayang,2
1880,jaring,3
1881,gelora,2
1882,lorot,1
1883,banting,1
1884,uji,1
1885,libur,3
1886,jawab,3
1887,kerabat,3
1888,tarik hati,3
1889,cadang,2
1890,aktif,2
1891,gema,1
1892,rilis,3
1893,saksi,1
1894,panjang,2
1895,lucu,3
1896,gali ilmu,4
1897,hayat,3
1898,jejal,1
1899,arah,1
1900,antisipasi,3
1901,hidup,2
1902,terang,2
1903,imla,1
1904,minta kpd tuhan,3
1905,tetap,3
1906,salin,3
1907,parade,1
1908,konfirmasi,3
1909,wujud,2
1910,kasih,2
1911,dekat,1
1912,iktikad,2
1913,tunggu dunia,2
1914,angsur,1
1915,budi pekerti yang baik,3
1916,hikmah,2
1917,cemplung,1
1918,rekam,2
1919,buru,1
1920,tampil,1
1921,bakat,4
1922,luas,3
1923,pacar,2
1924,bakar,1
1925,taraf,3
1926,bisu,1
1927,jalan bebas hambat,2
1928,rebut,1
1929,cegah,2
1930,toreh,1
1931,anyar,4
1932,gari,3
1933,lambung,2
1934,batu,2
1935,makan,1
1936,keluang,3
1937,lindung,4
1938,rinai,1
1939,dalam,3
1940,bimbing,3
1941,cantik,2
1942,gentar,1
1943,gairah,3
1944,lunas kapal,2
1945,jago,3
1946,dagel,3
1947,ramai,3
1948,jaga,2
1949,semangat,4
1950,duli,4
1951,beri,2
1952,temu,2
1953,jeblos,1
1954,serempak,3
1955,satu,3
1956,saji,4
1957,fasilitas,2
1958,lukis,2
1959,tentang,1
1960,tutur,3
1961,teguh batin,3
1962,pantar,1
1963,lawas,1
1964,lawan,1
1965,tumpang tinggal,1
1966,pantai,1
1967,puas,3
1968,tahan,1
1969,parkir,1
1970,nyaman,4
1971,pandai,4
1972,tara,2
1973,titi,2
1974,perata,2
1975,kira,2
1976,indah,3
1977,kenyam,1
1978,serta,2
1979,bagus,2
1980,taksir,3
1981,hubung,1
1982,kait,1
1983,orak senyum,2
1984,bahagia,4
1985,seragam,1
1986,coret,2
1987,memperindah,3
1988,lebun,3
1989,wadak,3
1990,lebuk,3
1991,sesaji,4
1992,merenung,3
1993,pengajar,3
1994,dikara,3
1995,khalis,4
1996,putus,3
1997,faktitius,3
1998,pasang,4
1999,memafhumi,3
2000,stabilitas,4
2001,bapa,3
2002,manis,5
2003,tekanan jiwa,4
2004,tempo-tempo,3
2005,berpiuh,3
2006,kepatuhan,3
2007,anak sekolah,3
2008,mempromosikan,3
2009,takyin,3
2010,ketapak,3
2011,kegembiraan,4
2012,kunci,3
2013,pelanggan,4
2014,lancung,3
2015,tunas,3
2016,tergeleng-geleng,4
2017,berkobar-kobar,4
2018,bacot,3
2019,melakonkan,3
2020,mengusili,4
2021,ansar,4
2022,kelezatan,4
2023,binen,3
2024,abid,3
2025,mengawaki,5
2026,belukar,3
2027,remeh,4
2028,banyolan,3
2029,bersendeng,4
2030,pertanda,4
2031,komplet,3
2032,tindakan,3
2033,amerta,3
2034,analisis,4
2035,berlatih,4
2036,penundukan,3
2037,pengganti,3
2038,karyawan,3
2039,kondang,5
2040,lalu,3
2041,kalong,3
2042,riasan,3
2043,kecong,3
2044,dewana,3
2045,kesukacitaan,3
2046,perwira,4
2047,tela,3
2048,perpaduan,4
2049,sarap,3
2050,candrasa,3
2051,memegang kitab,4
2052,apas,5
2053,persesuaian,4
2054,kesufian,4
2055,meletakkan,4
2056,digdaya,4
2057,kadang,3
2058,merentangkan,3
2059,menginginkan,4
2060,formasi,3
2061,bersagang,4
2062,nyata,4
2063,prawira,4
2064,terbalik akal,3
2065,astagfirullah,3
2066,kesohor,5
2067,mabrur,4
2068,harkat,5
2069,geger,4
2070,jernih,4
2071,balasan,3
2072,menyusuri,3
2073,acuh tak acuh,4
2074,berbagai,3
2075,inayat,4
2076,bantah-bantah,5
2077,kadar,5
2078,kaji,4
2079,derauan,3
2080,distribusi,3
2081,unggulan,5
2082,kebutuhan,4
2083,tegap,3
2084,menyeberangi,3
2085,mulut sungai,4
2086,wekel,4
2087,tepercaya,3
2088,cantum,4
2089,berharta,4
2090,sakelek,4
2091,manja,5
2092,memperelok,3
2093,fit,4
2094,mengizinkan,3
2095,widyaiswara,3
2096,paduka,4
2097,mempersolek,3
2098,mengakar,5
2099,terdahulu,4
2100,berkegiatan,4
2101,menghikayatkan,3
2102,perserikatan,3
2103,penghuni,3
2104,cendera,4
2105,ugahari,3
2106,sohor,4
2107,besar akal,4
2108,sepatu,3
2109,perangsang,3
2110,kawakan,5
2111,azamat,4
2112,sekar,5
2113,menggemparkan,4
2114,angan,3
2115,menurut,4
2116,sekah,3
2117,meramalkan,3
2118,sekam,3
2119,bertundangan,3
2120,bausuku,3
2121,terperinci,3
2122,bergantung,4
2123,berkesesuaian,3
2124,taruhan,3
2125,jala,3
2126,resam,3
2127,Ahad,3
2128,bermartabat,4
2129,andur,3
2130,cerminan,3
2131,menghukum,4
2132,umur,4
2133,duga,3
2134,menokok,3
2135,lurus,4
2136,juak-juak,5
2137,pemaafan,5
2138,jalan keluar,3
2139,berlilit,3
2140,fantasi,3
2141,makhluk,3
2142,rana,4
2143,mengalunkan,3
2144,bubuh,4
2145,andil,4
2146,berbagai macam,3
2147,gatra,3
2148,petah lidah,4
2149,tengkuluk,3
2150,instingtif,3
2151,donatur,3
2152,jibilah,4
2153,pusaka,4
2154,perseptif,3
2155,otomatis,3
2156,rupawan,5
2157,preinan,3
2158,absorpsi,3
2159,kemangkakan,3
2160,warok,3
2161,paket,4
2162,preseden,4
2163,bersanggama,5
2164,endut-endut,3
2165,eksklusif,4
2166,beruntutan,3
2167,naik daun,4
2168,mata gawai,4
2169,melalui,3
2170,hayo,4
2171,eksplisit,3
2172,sinuhun,4
2173,penyimpan,3
2174,longo,3
2175,sosialita,5
2176,beruntung,4
2177,bulat kata,3
2178,hipotetis,3
2179,perai,3
2180,kemampuan,4
2181,fatamorgana,3
2182,meledos,3
2183,tersungging,5
2184,bersambang,4
2185,spesialis,4
2186,interupsi,3
2187,refleks,3
2188,penjenang,4
2189,dok,4
2190,kehadiran,3
2191,dol,3
2192,metah,4
2193,malayari,3
2194,maimun,4
2195,datar,3
2196,melanyak,4
2197,berdiam,4
2198,gajak,4
2199,bisikan,4
2200,bakir,4
2201,kenduri,4
2202,tangkisan,3
2203,bersengat,5
2204,bain,3
2205,delusi,3
2206,mencebikkan,4
2207,mengeloskan,3
2208,menelurkan,3
2209,preventif,4
2210,capek,4
2211,berguna,5
2212,tanya jawab,3
2213,stop,3
2214,mengimbuhi,3
2215,penongkat,3
2216,ekstremis,3
2217,khayalan,4
2218,sosialistis,3
2219,tungkak,4
2220,kekhususan,3
2221,perian,3
2222,sauk,3
2223,serentak,3
2224,panggul,4
2225,habis,3
2226,gubahan,3
2227,bagak,5
2228,bagas,5
2229,angan-angan,4
2230,bertakwa,4
2231,mengenang,3
2232,menyesali,3
2233,awas,4
2234,jreng,3
2235,kekuatan,3
2236,bersahaja,5
2237,figur,3
2238,beroleh,3
2239,perolehan,3
2240,mengarifi,3
2241,kesebatan,4
2242,pemilikan,3
2243,gebyar,4
2244,sedeng,3
2245,kemahiran,4
2246,menghinakan,4
2247,martabat,5
2248,keterikatan,4
2249,pionir,3
2250,berakidah,4
2251,kepentingan,5
2252,bernapaskan,3
2253,gigil,3
2254,trengginas,5
2255,pulut,3
2256,terbangun,3
2257,jaya,4
2258,sintal,3
2259,lemah,5
2260,susah hati,3
2261,stupa,4
2262,lemas,5
2263,jantan,5
2264,beranak,3
2265,jabar,3
2266,rekaan,3
2267,putus kata,4
2268,intuitif,3
2269,sorongan,4
2270,impulsif,3
2271,bercermin,4
2272,kecerdikan,4
2273,inferensi,3
2274,berjasa,4
2275,sintetis,3
2276,ramanda,3
2277,intan,3
2278,tanggapan,3
2279,takrif,3
2280,moratorium,3
2281,perkiraan,3
2282,membenang,4
2283,servis,3
2284,reksa,3
2285,bugar,4
2286,silang pendapat,3
2287,kakek,3
2288,gengsi,4
2289,karsa,3
2290,menebarkan,3
2291,mengesankan,4
2292,beristirahat,3
2293,kaisar,4
2294,pencatat,3
2295,bentuk,4
2296,angkat,3
2297,rais,3
2298,atasan,3
2299,studi,4
2300,fusi,4
2301,meluluskan,3
2302,tepat guna,4
2303,suntuk,5
2304,seibu,3
2305,kegirangan,3
2306,rembukan,3
2307,kunyah,3
2308,moblong,3
2309,percederaan,5
2310,terpelajar,4
2311,tulen,3
2312,mengimbas,3
2313,lindu,4
2314,lantip,3
2315,daya tahan,5
2316,bergas,5
2317,kepintaran,4
2318,cucu Adam,3
2319,kepelesiran,3
2320,sangkil,4
2321,endus,3
2322,elu,3
2323,pekerja,3
2324,mengotot,4
2325,cengkauan,3
2326,daim,3
2327,memesonakan,5
2328,keberuntungan,4
2329,meriah,3
2330,melihat,3
2331,kegilaan,3
2332,bertanya-tanya,4
2333,kegiatan,3
2334,pemufakatan,4
2335,kimah,5
2336,surat tanah,3
2337,moral,4
2338,kundangan,5
2339,salim,4
2340,rimba,3
2341,keriangan,4
2342,estetik,4
2343,murid,3
2344,runtut,3
2345,mendidik,3
2346,umi,4
2347,sukat,3
2348,muktamar,4
2349,tanda-tanda,4
2350,sunan,4
2351,tawarikh,3
2352,mengibai,4
2353,uraian,3
2354,lampu,4
2355,efek,3
2356,rafi,3
2357,transendental,3
2358,kicau,3
2359,primitif,3
2360,sejadah,3
2361,terhalang,3
2362,produk,3
2363,pencedok,3
2364,animo,4
2365,kejayaan,4
2366,duka,4
2367,kenikmatan,4
2368,sembahyangan,4
2369,suam-suam kuku,4
2370,peronda,3
2371,paya,4
2372,pantulan,3
2373,panorama,3
2374,ampas (kopi),3
2375,bernama,4
2376,gentas,3
2377,samseng,3
2378,rela,5
2379,talenta,4
2380,bangkit selera,3
2381,lebih-lebih,4
2382,perkomplotan,4
2383,tasamuh,5
2384,ura-ura,4
2385,khas,4
2386,pokta,5
2387,menistakan,4
2388,resep,3
2389,teranggar-anggar,3
2390,penat,4
2391,aneh,4
2392,lestari,4
2393,ganjaran,5
2394,emir,4
2395,siswa,3
2396,kontributor,3
2397,minat,4
2398,manjur,4
2399,vista,3
2400,pendalaman,4
2401,tip,4
2402,penyantun,4
2403,panas,4
2404,kepleset,3
2405,perhimpunan,3
2406,golongan atas,5
2407,bertepatan,3
2408,mahdi,3
2409,mencontoh,4
2410,menjahili,4
2411,bergamat,4
2412,roh,4
2413,ketangkasan,4
2414,pengharmonisan,3
2415,menyerikati,3
2416,menggerecoki,4
2417,sarju,4
2418,anak sasian,3
2419,Yang Dipertuan,4
2420,bapang,3
2421,santer,4
2422,kelepasan,3
2423,kohesi,4
2424,seraya,4
2425,jebakan,3
2426,menjelang,3
2427,wisma,3
2428,rusak,3
2429,lambuk,3
2430,bersumber,4
2431,bersimpuh,3
2432,kits,5
2433,sambatan,4
2434,penali,3
2435,konsultasi,3
2436,bakh,4
2437,ordo,3
2438,cekel,4
2439,orde,3
2440,penumpil,3
2441,direktur,3
2442,berjiwa,3
2443,praktis,4
2444,santiran,3
2445,berpakaian,4
2446,denda,3
2447,melongo,3
2448,akil,4
2449,bos,3
2450,eka,3
2451,hilang,3
2452,lakeri,3
2453,sebandung,3
2454,transparan,3
2455,gubris,3
2456,berjaya,4
2457,prei,3
2458,pere,3
2459,tersendat,4
2460,peri,3
2461,ulama,3
2462,aya,3
2463,bungkusan,4
2464,memintasi,3
2465,mikroanalisis,3
2466,berupaya,3
2467,mengikuti,3
2468,mengumpulkan,3
2469,nirmala,4
2470,gampang,4
2471,ganduh,3
2472,bersama,3
2473,berembuk,3
2474,terima kasih,5
2475,kamil,3
2476,kanjang,4
2477,perdeo,4
2478,berbenak,3
2479,menjelajahi,3
2480,berakal,4
2481,perincian,3
2482,taruh,4
2483,mau,5
2484,drastis,4
2485,arketipe,3
2486,suci,4
2487,berada,4
2488,daya gabung,4
2489,menghirukkan,4
2490,vitalitas,3
2491,memanjang,3
2492,perlup,3
2493,primbon,4
2494,penjelasan,3
2495,hamparan,3
2496,meributkan,4
2497,mustajab,4
2498,waduh,3
2499,cuti,3
2500,kontemporer,3
2501,mengasihani,4
2502,purusa,3
2503,putusan,3
2504,kodrat,4
2505,beralas,4
2506,karimah,4
2507,misbah,4
2508,menggirangkan melegakan,4
2509,nuftah,3
2510,inventivitas,4
2511,menentu,3
2512,cerapan,3
2513,prima,4
2514,makanan,3
2515,cuma-cuma,4
2516,intelektual,3
2517,zaim,3
2518,preferensi,3
2519,menghimpunkan,3
2520,gombroh,3
2521,kecepatan,4
2522,pangus,5
2523,permanen,3
2524,benang raja,4
2525,prodeo,4
2526,punya nama,5
2527,menenangkan,4
2528,eja,3
2529,sawala,3
2530,trauma,4
2531,biang keladi,3
2532,melipur,4
2533,terlibat,3
2534,terbukti,3
2535,ajal,3
2536,menduga,3
2537,prediksi,3
2538,melampas,4
2539,sempena hati,4
2540,taksiran,5
2541,bolehan,4
2542,pengetahuan,4
2543,kajian,4
2544,tiris,3
2545,gusti,4
2546,recok,4
2547,bianglala,4
2548,menating,3
2549,bersenandung,4
2550,kebisaan,4
2551,berprakarsa,3
2552,berlibat,3
2553,gembur,5
2554,kelilipan,3
2555,kebesaran,4
2556,semarak,3
2557,penggede,3
2558,berhasrat,3
2559,peninggalan,4
2560,berpatroli,4
2561,sumpah,3
2562,timbalan,4
2563,membaca,4
2564,penanti,3
2565,terus-menerus,4
2566,pendataan,3
2567,simetris,3
2568,beber,3
2569,membenarkan,3
2570,protektor,3
2571,berpatokan,4
2572,naik pelaminan,4
2573,lugu,4
2574,ventura,3
2575,berbentuk,3
2576,pegah,5
2577,sero,3
2578,polemik,3
2579,beraras,4
2580,mengeluarkan darah,4
2581,gempar,4
2582,widita,4
2583,kebajikan,4
2584,tuntun,3
2585,bersender,4
2586,mematuhi,4
2587,beraturan,4
2588,hukum,3
2589,mencari akal,3
2590,batas (waktu),3
2591,fertil,4
2592,besar-besaran,3
2593,kusa,3
2594,bineka,3
2595,wantah,3
2596,menganut,4
2597,ideal,3
2598,meminda,4
2599,anakan,5
2600,tinggalan,4
2601,samun,3
2602,mustaid,3
2603,solah,4
2604,puadai,4
2605,bercita rasa,3
2606,artian,3
2607,mullah,3
2608,kesal,4
2609,aneka,3
2610,rahasia,3
2611,ganjar,5
2612,adakala,3
2613,kemantapan,4
2614,pendidik,3
2615,dispensasi,3
2616,penangkalan,4
2617,menganggar,3
2618,sublim,3
2619,tekanan mental,4
2620,mengganjari,3
2621,prominen,5
2622,disiplin,3
2623,kosen,4
2624,peleburan,3
2625,terjadi,3
2626,bilhak,3
2627,pestaka,4
2628,bekas,4
2629,kincung,3
2630,perut,3
2631,cumil,4
2632,mengerikan,4
2633,bekal,3
2634,mengecamkan,3
2635,bersendel,4
2636,traktat,3
2637,terjemahan,3
2638,pejatian,3
2639,infinit,3
2640,menyanyi,4
2641,mengambil contoh,4
2642,mekar,3
2643,klien,4
2644,sosial,4
2645,kempuh,5
2646,rupa,3
2647,radu,3
2648,mengalem,4
2649,setujuan,4
2650,sembuh,4
2651,uluran,3
2652,garda,3
2653,kincang,3
2654,konspirasi,4
2655,susuk,3
2656,berkedudukan,4
2657,pergeseran,5
2658,ganti,3
2659,cenangkas,3
2660,membingkas,3
2661,ungkap,3
2662,pelesapan,3
2663,montok,3
2664,ingatan,3
2665,pop,5
2666,merahimi,4
2667,pola,3
2668,mengherankan,3
2669,anak didik,3
2670,dekorasi,5
2671,berstatus,4
2672,pertumpahan,3
2673,terjamin,5
2674,eneng,5
2675,statis,4
2676,berpengalaman,4
2677,menempuh (hidup),3
2678,comel,4
2679,celengan,3
2680,pekerjaan,3
2681,hutan,3
2682,berpacangan,3
2683,mukibat,3
2684,hilir,4
2685,menakjubkan,3
2686,populer,5
2687,keampuhan,4
2688,kelapangan,3
2689,melintas (rimba),3
2690,perubahan,4
2691,tanda jasa,4
2692,sami,3
2693,pas,3
2694,licin,4
2695,mempunyai,4
2696,manila,5
2697,bayangan,3
2698,bersinar,4
2699,atraktif,4
2700,riil,4
2701,kreativitas,4
2702,mengetuk,3
2703,naik pelamin,4
2704,rekognisi,5
2705,genit,5
2706,letih,4
2707,mengatakan,3
2708,mewarnai,4
2709,kegirangan keceriaan,4
2710,berpamor,3
2711,termulia,3
2712,khalas,3
2713,kaget,3
2714,berkaca,4
2715,asoi,3
2716,sportif,3
2717,menolong,4
2718,terjadinya,3
2719,guntang-guntang,3
2720,damar,4
2721,momentum,3
2722,segar,4
2723,memburu,3
2724,titip api,3
2725,menyegarkan,3
2726,dodor,3
2727,klasik,3
2728,purna,3
2729,harga diri,3
2730,menerima,3
2731,kemufakatan,3
2732,ketajaman,3
2733,menggegerkan,4
2734,mengecilkan,4
2735,penghimpunan,3
2736,mengalami,3
2737,mengumaikan,3
2738,serapah,4
2739,federasi,3
2740,lunak,5
2741,sudah,3
2742,debuk,3
2743,pemajangan,4
2744,ilusi,3
2745,penyerobotan,3
2746,rekan,4
2747,fatanah,3
2748,kaki tangan,4
2749,kelih,4
2750,gerakan,4
2751,akuan,3
2752,pelayanan,3
2753,tersem-bunyi,5
2754,jelang,3
2755,rumput,3
2756,pinggul,4
2757,simpleks,3
2758,nuri,3
2759,pembiasaan,3
2760,terutama,4
2761,spesialisasi,3
2762,kalis,4
2763,kemaslahatan,4
2764,seremeh,3
2765,besar,4
2766,seemak,3
2767,julat,3
2768,penggalian,4
2769,pokok,3
2770,catu,4
2771,nyana,3
2772,cebak,3
2773,bertumpuk,4
2774,sebetulnya,4
2775,pendaftaran,3
2776,kesemarakan,4
2777,berteduh,3
2778,fadil,3
2779,punia,4
2780,berkecambah,3
2781,tenaga,3
2782,tutuk,3
2783,tangsel,3
2784,yg dipertuan,4
2785,dambaan,3
2786,romantis,4
2787,monopoli,3
2788,interpretasi,3
2789,sambung tangan,4
2790,ab,3
2791,pantat,3
2792,wiladah,3
2793,mencontohkan,4
2794,Sri paduka,4
2795,umat,3
2796,penderma,3
2797,pengenalan,5
2798,labiovelar,4
2799,penggabungan,3
2800,langsung,3
2801,kroni,4
2802,sregep,4
2803,sangka,3
2804,menderaikan,3
2805,majenun,3
2806,cermin,3
2807,gol,3
2808,rampuh,3
2809,kampanye,3
2810,berputra,3
2811,berseni,4
2812,drama ria,3
2813,mendeteksi,3
2814,ambisi,4
2815,tedas,3
2816,berahi,5
2817,tepa salira,5
2818,pengumpulan,3
2819,mengira-ngira,3
2820,pengurus,3
2821,adab,3
2822,probabilitas,3
2823,vila,3
2824,degap,3
2825,kesetiaan,3
2826,mufaham,3
2827,penandasan,3
2828,komplemen,5
2829,terkemuka,5
2830,pelayan,4
2831,mahabah,4
2832,kegagahan,4
2833,bernafsu,3
2834,sekali-kali,3
2835,menembusi,3
2836,binasa,3
2837,efisien,4
2838,radikalis,3
2839,bergigi,3
2840,pelit,4
2841,uluran tangan,4
2842,melicinkan,4
2843,mengadunkan,3
2844,suasana,4
2845,merecoki,4
2846,sani,3
2847,cempiang,3
2848,kujarat,5
2849,zakelek,4
2850,margrit,3
2851,afdal,3
2852,meremehkan,4
2853,foto,3
2854,termasyhur,4
2855,mengimbuhkan,4
2856,tukar cincin,3
2857,betapa,4
2858,menambah,3
2859,abu,3
2860,bersemayam,4
2861,panas kuku,4
2862,distingtif,4
2863,pencegahan,4
2864,idaman,3
2865,mengacau,4
2866,jaswadi,3
2867,memukau,4
2868,muara,4
2869,berbahagia,4
2870,samad,3
2871,asa,3
2872,perhatian,4
2873,suplemen,5
2874,enak,5
2875,mendusin,4
2876,mewisuda,3
2877,mencengangkan,4
2878,plong,3
2879,kehormatan,5
2880,sesungguhnya,4
2881,penyerasian,3
2882,pemuaian,3
2883,pelatih,3
2884,berkenaan,4
2885,perkumpulan,3
2886,isi perut,3
2887,tahan lasak,4
2888,pemilik,3
2889,bergolongan,4
2890,bertransaksi,3
2891,kreatif,4
2892,berkecukupan,4
2893,heran,4
2894,astaga,3
2895,sangkut-paut,3
2896,permukiman,3
2897,kejadian,3
2898,mendapat,3
2899,grahita,3
2900,memusingkan,4
2901,memprediksi,3
2902,sebenarnya,4
2903,bercahaya,4
2904,menyepelekan,4
2905,berkategori,4
2906,autentik,3
2907,wawancara,3
2908,penahan,3
2909,dominasi,3
2910,memolakan,4
2911,menganggap,3
2912,melendeh,3
2913,pengasuh,3
2914,memendam,4
2915,prabu,4
2916,bapanda,3
2917,rotan,4
2918,kudus,4
2919,berderajat,4
2920,sukses,3
2921,indah ambang,4
2922,gombrong,3
2923,menebak,3
2924,tanganan,3
2925,ya,4
2926,rani,4
2927,dendam berahi,5
2928,gombrang,3
2929,kaci,4
2930,lembuk,3
2931,elegan,4
2932,gagah,5
2933,penolong,4
2934,antusiasme,3
2935,amanah,5
2936,mengganggu,4
2937,energi,3
2938,isbat,3
2939,menongkat,4
2940,cublik,4
2941,menggemburkan melambuk,3
2942,anggapan,3
2943,positif,4
2944,bersauh,4
2945,nyamleng,5
2946,bersaur,3
2947,tersengal-sengal,3
2948,menumbuk,4
2949,pegawai,3
2950,mesra,4
2951,penunggu,3
2952,memalu,3
2953,tajam pikiran,4
2954,garing,5
2955,bersitegang,4
2956,intrik,4
2957,manggala,3
2958,membalas,4
2959,permadani,3
2960,paparan,3
2961,kekekalan,3
2962,kredibel,3
2963,guar,3
2964,gerak hati,4
2965,kipu,4
